AnchorRepo,_anchor_folder,Rank,CandidateRepo,IsMagnet,Score,Qualified,PenaltyCrossAnchorFreq,FrequencyInFinal30AcrossAnchors,Description
OpenBB-finance/OpenBB,OpenBB-finance-OpenBB,2,agno-agi/agno,False,917.84,True,,1,Run agents as production software.
OpenBB-finance/OpenBB,OpenBB-finance-OpenBB,3,quantsbin/Quantsbin,False,875,False,,1,Quantitative Finance tools
OpenBB-finance/OpenBB,OpenBB-finance-OpenBB,4,langchain-ai/deepagents,False,839.28,False,,1,"Agent harness built with LangChain and LangGraph. Equipped with a planning tool, a filesystem backend, and the ability to spawn subagents - well-equipped to handle complex agentic tasks."
OpenBB-finance/OpenBB,OpenBB-finance-OpenBB,5,Michalos88/Quant-Projects,False,818.75,False,,1,Implementations of Leading Algorithms in Quantitative Finance 
apache/airflow,apache-airflow,1,dagster-io/dagster,False,1119.63,True,27.09,1,"An orchestration platform for the development, production, and observation of data assets."
apache/airflow,apache-airflow,2,Avaiga/taipy,False,915.13,True,18.06,1,Turns Data and AI algorithms into production-ready web applications in no time.
apache/airflow,apache-airflow,3,feast-dev/feast,False,884.15,True,0,1,The Open Source Feature Store for AI/ML
apache/airflow,apache-airflow,4,kedro-org/kedro,False,814.3,True,14.31,1,"Kedro is a toolbox for production-ready data science. It uses software engineering best practices to help you create data engineering and data science pipelines that are reproducible, maintainable, an"
apache/airflow,apache-airflow,5,ansible/ansible,False,793.19,True,9.03,1,Ansible is a radically simple IT automation platform that makes your applications and systems easier to deploy and maintain. Automate everything from code deployment to network configuration to cloud 
bbfamily/abu,bbfamily-abu,1,zvtvz/zvt,False,908.33,True,0,1,modular quant framework.
bbfamily/abu,bbfamily-abu,2,shashankvemuri/Finance,False,907.82,True,0,1,"150+ quantitative finance Python programs to help you gather, manipulate, and analyze stock market data"
bbfamily/abu,bbfamily-abu,3,asavinov/intelligent-trading-bot,False,889.68,True,9.03,1,Intelligent Trading Bot: Automatically generating signals and trading based on machine learning and feature engineering
bbfamily/abu,bbfamily-abu,4,ranaroussi/quantstats,False,883.66,True,0,1,"Portfolio analytics for quants, written in Python"
bbfamily/abu,bbfamily-abu,5,mwaskom/seaborn,False,870.04,True,25.35,1,Statistical data visualization in Python
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,1,hpcaitech/ColossalAI,False,962.2,True,36.91,4,"Making large AI models cheaper, faster and more accessible"
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,2,Lightning-AI/pytorch-lightning,True,884.48,True,37.66,12,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,3,InterDigitalInc/CompressAI,False,875.11,True,0,1,A PyTorch library and evaluation platform for end-to-end compression research
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,4,alibaba/EasyParallelLibrary,False,875,True,0,1,Easy Parallel Library (EPL) is a general and efficient deep learning framework for distributed model training.
deepspeedai/DeepSpeed,deepspeedai-DeepSpeed,5,keras-team/keras,True,872.37,True,36.91,12,Deep Learning for humans
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,1,Lightning-AI/pytorch-lightning,True,982.36,True,37.66,12,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,2,tflearn/tflearn,False,976.44,True,23.34,5,Deep learning library featuring a higher-level API for TensorFlow.
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,3,unit8co/darts,False,951.06,True,23.34,5,A python library for user-friendly forecasting and anomaly detection on time series.
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,4,streamlit/streamlit,True,949.83,True,36.91,12,Streamlit — A faster way to build and share data apps.
eriklindernoren/ML-From-Scratch,eriklindernoren-ML-From-Scratch,5,keras-team/keras,True,936.11,True,36.91,12,Deep Learning for humans
explosion/spaCy,explosion-spacy,1,Lightning-AI/pytorch-lightning,True,1034.48,True,37.66,12,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
explosion/spaCy,explosion-spacy,2,stanfordnlp/stanza,False,1011.14,True,23.34,5,"Stanford NLP Python library for tokenization, sentence segmentation, NER, and parsing of many human languages"
explosion/spaCy,explosion-spacy,3,keras-team/keras,True,938.55,True,36.91,12,Deep Learning for humans
explosion/spaCy,explosion-spacy,4,recommenders-team/recommenders,True,915.99,True,35.28,7,Best Practices on Recommendation Systems
explosion/spaCy,explosion-spacy,5,kornia/kornia,False,907.98,True,20.97,4,🐍 Geometric Computer Vision Library for Spatial AI
gradio-app/gradio,gradio-app-gradio,1,streamlit/streamlit,True,1073.83,True,36.91,12,Streamlit — A faster way to build and share data apps.
gradio-app/gradio,gradio-app-gradio,2,Lightning-AI/pytorch-lightning,True,937.18,True,37.66,12,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
gradio-app/gradio,gradio-app-gradio,3,keras-team/keras,True,922.61,True,36.91,12,Deep Learning for humans
gradio-app/gradio,gradio-app-gradio,4,unit8co/darts,False,905.88,True,23.34,5,A python library for user-friendly forecasting and anomaly detection on time series.
gradio-app/gradio,gradio-app-gradio,5,eriklindernoren/ML-From-Scratch,True,877.38,True,36.12,11,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learnin
huggingface/datasets,huggingface-datasets,1,Lightning-AI/litgpt,False,928.34,True,18.06,1,"20+ high-performance LLMs with recipes to pretrain, finetune and deploy at scale."
huggingface/datasets,huggingface-datasets,2,ludwig-ai/ludwig,False,906.49,True,25.35,2,"Low-code framework for building custom LLMs, neural networks, and other AI models"
huggingface/datasets,huggingface-datasets,3,rohitg00/ai-engineering-from-scratch,False,900.4,True,23.34,3,Learn it. Build it. Ship it for others.
huggingface/datasets,huggingface-datasets,4,arc53/DocsGPT,False,890.88,True,27.09,2,"Private AI platform for agents, assistants and enterprise search. Built-in Agent Builder, Deep research, Document analysis, Multi-model support, and API connectivity for agents."
huggingface/datasets,huggingface-datasets,5,deeppavlov/DeepPavlov,False,888.88,True,23.34,1,An open source library for deep learning end-to-end dialog systems and chatbots.
huggingface/transformers,huggingface-transformers,1,sgl-project/sglang,False,861.88,True,20.97,2,SGLang is a high-performance serving framework for large language models and multimodal models.
huggingface/transformers,huggingface-transformers,2,vllm-project/vllm,False,855.74,True,25.35,2,A high-throughput and memory-efficient inference and serving engine for LLMs
huggingface/transformers,huggingface-transformers,3,hiyouga/LlamaFactory,False,846.52,True,30,2,Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)
huggingface/transformers,huggingface-transformers,4,arc53/DocsGPT,False,833.21,True,27.09,2,"Private AI platform for agents, assistants and enterprise search. Built-in Agent Builder, Deep research, Document analysis, Multi-model support, and API connectivity for agents."
huggingface/transformers,huggingface-transformers,5,jessevig/bertviz,False,832.25,True,9.03,1,BertViz: Visualize Attention in Transformer Models
jina-ai/serve,jina-ai-serve,1,bentoml/BentoML,False,911.67,True,14.31,1,"The easiest way to serve AI apps and models - Build Model Inference APIs, Job queues, LLM apps, Multi-model pipelines, and more!"
jina-ai/serve,jina-ai-serve,2,Netflix/metaflow,False,859.92,True,14.31,1,"Build, Manage and Deploy AI/ML Systems"
jina-ai/serve,jina-ai-serve,3,huggingface/datasets,False,792.96,True,34.38,3,"🤗 The largest hub of ready-to-use datasets for AI models with fast, easy-to-use and efficient data manipulation tools"
jina-ai/serve,jina-ai-serve,4,rohitg00/ai-engineering-from-scratch,False,792.77,True,23.34,3,Learn it. Build it. Ship it for others.
jina-ai/serve,jina-ai-serve,5,lukas-blecher/LaTeX-OCR,False,783.11,True,32.38,3,pix2tex: Using a ViT to convert images of equations into LaTeX code.
onnx/onnx,onnx-onnx,1,Lightning-AI/pytorch-lightning,True,1022.1,True,37.66,12,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
onnx/onnx,onnx-onnx,2,google-deepmind/sonnet,False,982.92,True,20.97,4,TensorFlow-based neural network library
onnx/onnx,onnx-onnx,3,kornia/kornia,False,967.28,True,20.97,4,🐍 Geometric Computer Vision Library for Spatial AI
onnx/onnx,onnx-onnx,4,flwrlabs/flower,False,951.98,True,23.34,4,Flower: A Friendly Federated AI Framework
onnx/onnx,onnx-onnx,5,ultralytics/yolov5,False,914.69,True,36.12,3,YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite
pytorch/pytorch,pytorch-pytorch,1,chainer/chainer,False,1082.93,True,0,1,A flexible framework of neural networks for deep learning
pytorch/pytorch,pytorch-pytorch,2,norse/norse,False,1050,True,0,1,Deep learning with spiking neural networks (SNNs) in PyTorch.
pytorch/pytorch,pytorch-pytorch,3,leptonai/leptonai,False,999.19,True,0,1,A Pythonic framework to simplify AI service building
pytorch/pytorch,pytorch-pytorch,4,pranftw/neograd,False,990.38,True,0,1,A deep learning framework created from scratch with Python and NumPy
pytorch/pytorch,pytorch-pytorch,5,oreilly-japan/deep-learning-from-scratch-3,False,960,True,0,1,"『ゼロから作る Deep Learning ❸』(O'Reilly Japan, 2020)"
ray-project/ray,ray-project-ray,1,huggingface/datasets,False,859.83,True,34.38,3,"🤗 The largest hub of ready-to-use datasets for AI models with fast, easy-to-use and efficient data manipulation tools"
ray-project/ray,ray-project-ray,2,google/langextract,False,844.59,True,20.97,3,A Python library for extracting structured information from unstructured text using LLMs with precise source grounding and interactive visualization.
ray-project/ray,ray-project-ray,3,ludwig-ai/ludwig,False,829.12,True,25.35,2,"Low-code framework for building custom LLMs, neural networks, and other AI models"
ray-project/ray,ray-project-ray,4,lukas-blecher/LaTeX-OCR,False,815.43,True,32.38,3,pix2tex: Using a ViT to convert images of equations into LaTeX code.
ray-project/ray,ray-project-ray,5,HKUDS/LightRAG,False,813.68,True,20.97,2,"[EMNLP2025] ""LightRAG: Simple and Fast Retrieval-Augmented Generation"""
recommenders-team/recommenders,recommenders-team-recommenders,1,Lightning-AI/pytorch-lightning,True,1023.62,True,37.66,12,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
recommenders-team/recommenders,recommenders-team-recommenders,2,explosion/spaCy,True,913.61,True,37.66,11,💫 Industrial-strength Natural Language Processing (NLP) in Python
recommenders-team/recommenders,recommenders-team-recommenders,3,unit8co/darts,False,899.77,True,23.34,5,A python library for user-friendly forecasting and anomaly detection on time series.
recommenders-team/recommenders,recommenders-team-recommenders,4,streamlit/streamlit,True,882.11,True,36.91,12,Streamlit — A faster way to build and share data apps.
recommenders-team/recommenders,recommenders-team-recommenders,5,kornia/kornia,False,878.92,True,20.97,4,🐍 Geometric Computer Vision Library for Spatial AI
sebastianruder/NLP-progress,sebastianruder-NLP-progress,1,nltk/nltk,False,957.83,True,0,1,NLTK Source
sebastianruder/NLP-progress,sebastianruder-NLP-progress,2,jasonwu0731/trade-dst,False,920.51,True,0,1,"Source code for transferable dialogue state generator (TRADE, Wu et al., 2019). https://arxiv.org/abs/1905.08743 "
sebastianruder/NLP-progress,sebastianruder-NLP-progress,3,hankcs/HanLP,False,907.59,True,0,1,"Natural Language Processing for the next decade. Tokenization, Part-of-Speech Tagging, Named Entity Recognition, Syntactic & Semantic Dependency Parsing, Document Classification"
sebastianruder/NLP-progress,sebastianruder-NLP-progress,4,budzianowski/multiwoz,False,899.29,True,0,1,"Source code for end-to-end dialogue model from the MultiWOZ paper (Budzianowski et al. 2018, EMNLP)"
sebastianruder/NLP-progress,sebastianruder-NLP-progress,5,Maluuba/nlg-eval,False,865.46,True,0,1,Evaluation code for various unsupervised automated metrics for Natural Language Generation.
serengil/deepface,serengil-deepface,1,Lightning-AI/pytorch-lightning,True,854.06,True,37.66,12,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
serengil/deepface,serengil-deepface,2,streamlit/streamlit,True,835.27,True,36.91,12,Streamlit — A faster way to build and share data apps.
serengil/deepface,serengil-deepface,3,deepinsight/insightface,False,829.18,True,9.03,1,State-of-the-art 2D and 3D Face Analysis Project
serengil/deepface,serengil-deepface,4,recommenders-team/recommenders,True,824.95,True,35.28,7,Best Practices on Recommendation Systems
serengil/deepface,serengil-deepface,5,keras-team/keras,True,821.55,True,36.91,12,Deep Learning for humans
streamlit/streamlit,streamlit-streamlit,1,gradio-app/gradio,True,1074.62,True,36.12,9,"Build and share delightful machine learning apps, all in Python. 🌟 Star to support our work!"
streamlit/streamlit,streamlit-streamlit,2,Lightning-AI/pytorch-lightning,True,1050.93,True,37.66,12,"Pretrain, finetune ANY AI model of ANY size on 1 or 10,000+ GPUs with zero code changes."
streamlit/streamlit,streamlit-streamlit,3,keras-team/keras,True,1024.37,True,36.91,12,Deep Learning for humans
streamlit/streamlit,streamlit-streamlit,4,unit8co/darts,False,1019.63,True,23.34,5,A python library for user-friendly forecasting and anomaly detection on time series.
streamlit/streamlit,streamlit-streamlit,5,eriklindernoren/ML-From-Scratch,True,950.62,True,36.12,11,Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learnin
ultralytics/yolov5,ultralytics-yolov5,1,Megvii-BaseDetection/YOLOX,False,1010.33,True,0,1,"YOLOX is a high-performance anchor-free YOLO, exceeding yolov3~v5 with MegEngine, ONNX, TensorRT, ncnn, and OpenVINO supported. Documentation: https://yolox.readthedocs.io/"
ultralytics/yolov5,ultralytics-yolov5,2,WangQvQ/YOLOMagic,False,1000,True,0,1,"YOLO Magic🪄 is an extension based on Ultralytics' YOLOv5, designed to provide more powerful functionality and simpler operations for visual tasks."
ultralytics/yolov5,ultralytics-yolov5,3,tinyvision/DAMO-YOLO,False,982.57,True,0,1,"DAMO-YOLO: a fast and accurate object detection method with some new techs, including NAS backbones, efficient RepGFPN, ZeroHead, AlignedOTA, and distillation enhancement."
ultralytics/yolov5,ultralytics-yolov5,4,ayooshkathuria/pytorch-yolo-v3,False,943.59,True,0,1,A PyTorch implementation of the YOLO v3 object detection algorithm
ultralytics/yolov5,ultralytics-yolov5,5,onnx/onnx,False,916.43,True,34.38,7,Open standard for machine learning interoperability
