"FullName","Url","Owner","Language","Stars","Fork","Archived","CreatedAt","UpdatedAt","Description","Topics","SourceQueries"
"Fincept-Corporation/FinceptTerminal","https://github.com/Fincept-Corporation/FinceptTerminal","Fincept-Corporation","Python","22022","False","False","8/29/2024 2:38:08 PM","5/21/2026 3:23:47 PM","FinceptTerminal is a modern finance application offering advanced market analytics, investment research, and economic data tools, designed for interactive exploration and data-driven decision-making in a user-friendly environment.","ai-agents;algorithmic-trading;bloomberg-terminal;cpp;finance;financial-markets;fintech;good-first-issue;investment;investment-research;machine-learning;opensource;python;qt;quantitative-finance;stock-market;trading","t language:Python stars:>=50"
"Haohao-end/openagent","https://github.com/Haohao-end/openagent","Haohao-end","Python","835","False","False","6/20/2025 2:04:17 AM","5/21/2026 12:53:15 PM","AI Agent Development Platform - Supports multiple models (OpenAI/DeepSeek/Wenxin/Tongyi), knowledge base management, workflow automation, and enterprise-grade security. Built with Flask + Vue3 + LangChain, featuring one-click Docker deployment.","agent;ai;aiagent;celery;deepseek;docker;faiss-vector-database;flask;langchain;langgraph;llmops;nginx;postgresql;tailwindcss;vue;weaviate","topic:deepseek language:Python stars:>=50"
"lucidrains/PaLM-rlhf-pytorch","https://github.com/lucidrains/PaLM-rlhf-pytorch","lucidrains","Python","7865","False","False","12/9/2022 5:53:46 PM","5/21/2026 1:37:29 AM","Implementation of RLHF (Reinforcement Learning with Human Feedback) on top of the PaLM architecture. Basically ChatGPT but with PaLM","artificial-intelligence;attention-mechanisms;deep-learning;human-feedback;reinforcement-learning;transformers","transformers language:Python stars:>=50"
"chenfei-wu/TaskMatrix","https://github.com/chenfei-wu/TaskMatrix","chenfei-wu","Python","34126","False","False","3/2/2023 9:04:28 AM","5/21/2026 2:11:18 PM","","","t language:Python stars:>=50"
"oobabooga/textgen","https://github.com/oobabooga/textgen","oobabooga","Python","47186","False","False","12/21/2022 4:17:37 AM","5/21/2026 2:30:11 PM","Open-source desktop app for local LLMs. Text, vision, tool-calling, OpenAI/Anthropic-compatible API. 100% private.","","t language:Python stars:>=50"
"raullenchai/Rapid-MLX","https://github.com/raullenchai/Rapid-MLX","raullenchai","Python","2458","False","False","2/25/2026 12:41:44 AM","5/21/2026 2:50:23 PM","The fastest local AI engine for Apple Silicon. 4.2x faster than Ollama, 0.08s cached TTFT, 100% tool calling. 17 tool parsers, prompt cache, reasoning separation, cloud routing. Drop-in OpenAI replacement. Works with Claude Code, Cursor, Aider.","apple-silicon;claude-code;cursor;deepseek;fastapi;hacktoberfest;inference;llm;local-llm;m1;m2;m3;macos;mlx;ollama-alternative;openai-api;python;qwen;tool-calling","topic:deepseek language:Python stars:>=50"
"unslothai/unsloth","https://github.com/unslothai/unsloth","unslothai","Python","64905","False","False","11/29/2023 4:50:09 PM","5/21/2026 3:30:49 PM","Unsloth Studio is a web UI for training and running open models like Gemma 4, Qwen3.6, DeepSeek, gpt-oss locally.","agent;deepseek;fine-tuning;gemma;gemma3;gpt-oss;llama;llama3;llm;llms;mistral;openai;qwen;reinforcement-learning;self-hosted;text-to-speech;tts;ui;unsloth","topic:deepseek language:Python stars:>=50 | topic:llm stars:>=100"
"JoeanAmier/TikTokDownloader","https://github.com/JoeanAmier/TikTokDownloader","JoeanAmier","Python","14498","False","False","10/10/2022 2:27:36 PM","5/21/2026 3:17:24 PM","TikTok 发布/喜欢/合辑/直播/视频/图集/音乐；抖音发布/喜欢/收藏/收藏夹/视频/图集/实况/直播/音乐/合集/评论/账号/搜索/热榜数据采集工具/下载工具","abogus;api;csv;docker;douyin;downloader;ffmpeg;httpx;linux;macos;mstoken;pyinstaller;python;rich;server;sqlite;tiktok;ttwid;windows;xlsx","t language:Python stars:>=50"
"hiyouga/LlamaFactory","https://github.com/hiyouga/LlamaFactory","hiyouga","Python","71477","False","False","5/28/2023 10:09:12 AM","5/21/2026 3:33:59 PM","Unified Efficient Fine-Tuning of 100+ LLMs & VLMs (ACL 2024)","agent;ai;deepseek;fine-tuning;gemma;gpt;instruction-tuning;large-language-models;llama;llama3;llm;lora;moe;nlp;peft;qlora;quantization;qwen;rlhf;transformers","topic:deepseek language:Python stars:>=50 | transformers language:Python stars:>=50 | topic:llm stars:>=100"
"diodiogod/TTS-Audio-Suite","https://github.com/diodiogod/TTS-Audio-Suite","diodiogod","Python","943","False","False","8/6/2025 7:33:01 PM","5/21/2026 10:16:26 AM","A ComfyUI custom node integration for local multi-engine multi-language Text-to-Speech and Voice Conversion. Supports: RVC, Echo-TTS, Qwen3-TTS, Cozy Voice 3, Step Audio EditX, IndexTTS-2, Chatterbox (classic and multilingual), F5-TTS, Higgs Audio 2 and VibeVoice with unlimited text length, SRT timing, Character support, and many audio tools","ai-audio;audio;audio-editing;audio-generation;audio-processing;chatterbox;comfyui;cozy-voice-3;echo-tts;f5;f5-tts;higgs-audio;indextts-2;qwen3-tts;rvc;text-to-speech;tts;vibevoice;voice-cloning;voice-conversion","topic:audio language:Python stars:>=50"
"ZhuLinsen/daily_stock_analysis","https://github.com/ZhuLinsen/daily_stock_analysis","ZhuLinsen","Python","38306","False","False","1/10/2026 6:43:20 AM","5/21/2026 3:43:32 PM","LLM驱动的 A/H/美股智能分析：多数据源行情 + 实时新闻 + LLM决策仪表盘 + 多渠道推送，零成本定时运行，纯白嫖. LLM-powered stock analysis system for A/H/US markets.","a-stock;ai-agent;aigc;llm;quant;quantitative-finance;quantitative-trading","topic:llm stars:>=100"
"aledipa/Free-GPT4-WEB-API","https://github.com/aledipa/Free-GPT4-WEB-API","aledipa","Python","704","False","False","4/24/2023 7:21:02 PM","5/20/2026 6:16:33 AM","Not just GPT4! Easy to use, Self-Hosted, Unlimited and Free WEB API of the latest A.I. like Gemini, DeepSeek, Claude and GPT","api;api-server;artificial-intelligence;chatgpt;claude-ai;deepseek;docker;docker-images;docker-service;free-gpt;gemini-api;gpt;gpt-alternative;python;python-api;python-app;python3;self-hosted;sirigpt;web-api","topic:deepseek language:Python stars:>=50"
"jadore801120/attention-is-all-you-need-pytorch","https://github.com/jadore801120/attention-is-all-you-need-pytorch","jadore801120","Python","9727","False","False","6/14/2017 10:15:20 AM","5/21/2026 9:28:04 AM","A PyTorch implementation of the Transformer model in ""Attention is All You Need"".","attention;attention-is-all-you-need;deep-learning;natural-language-processing;nlp;pytorch","transformers language:Python stars:>=50"
"ray-project/ray","https://github.com/ray-project/ray","ray-project","Python","42623","False","False","10/25/2016 7:38:30 PM","5/21/2026 2:54:48 PM","Ray is an AI compute engine. Ray consists of a core distributed runtime and a set of AI Libraries for accelerating ML workloads.","data-science;deep-learning;deployment;distributed;hyperparameter-optimization;hyperparameter-search;large-language-models;llm;llm-inference;llm-serving;machine-learning;optimization;parallel;python;pytorch;ray;reinforcement-learning;rllib;serving;tensorflow","topic:deep-learning language:Python stars:>=50 | topic:llm stars:>=100"
"neuml/txtai","https://github.com/neuml/txtai","neuml","Python","12599","False","False","8/9/2020 7:14:59 PM","5/21/2026 1:33:12 PM","💡 All-in-one AI framework for semantic search, LLM orchestration and language model workflows","agents;ai;ai-agents;embeddings;information-retrieval;language-model;large-language-models;llm;nlp;python;rag;retrieval-augmented-generation;search;search-engine;semantic-search;sentence-embeddings;transformers;txtai;vector-database;vector-search","transformers language:Python stars:>=50"
"BerriAI/litellm","https://github.com/BerriAI/litellm","BerriAI","Python","47813","False","False","7/27/2023 12:09:52 AM","5/21/2026 3:35:00 PM","Python SDK, Proxy Server (AI Gateway) to call 100+ LLM APIs in OpenAI (or native) format, with cost tracking, guardrails, loadbalancing and logging. [Bedrock, Azure, OpenAI, VertexAI, Cohere, Anthropic, Sagemaker, HuggingFace, VLLM, NVIDIA NIM]","ai-gateway;anthropic;azure-openai;bedrock;gateway;langchain;litellm;llm;llm-gateway;llmops;mcp-gateway;openai;openai-proxy;vertex-ai","topic:llm stars:>=100"
"ultralytics/yolov5","https://github.com/ultralytics/yolov5","ultralytics","Python","57412","False","False","5/18/2020 3:45:11 AM","5/21/2026 10:54:26 AM","YOLOv5 🚀 in PyTorch > ONNX > CoreML > TFLite","coreml;deep-learning;ios;machine-learning;ml;object-detection;onnx;pytorch;tflite;ultralytics;yolo;yolov3;yolov5","topic:deep-learning language:Python stars:>=50"
"sgl-project/sglang","https://github.com/sgl-project/sglang","sgl-project","Python","28090","False","False","1/8/2024 4:15:52 AM","5/21/2026 3:09:32 PM","SGLang is a high-performance serving framework for large language models and multimodal models.","attention;blackwell;cuda;deepseek;diffusion;glm;gpt-oss;inference;llama;llm;minimax;moe;qwen;qwen-image;reinforcement-learning;transformer;vlm;wan","topic:deepseek language:Python stars:>=50"
"rasbt/LLMs-from-scratch","https://github.com/rasbt/LLMs-from-scratch","rasbt","Jupyter Notebook","95339","False","False","7/23/2023 6:15:57 PM","5/21/2026 3:46:37 PM","Implement a ChatGPT-like LLM in PyTorch from scratch, step by step","ai;artificial-intelligence;attention-mechanism;deep-learning;finetuning;from-scratch;generative-ai;gpt;instruction-tuning;language-model;large-language-models;llm;machine-learning;natural-language-processing;pretraining;python;pytorch;tokenizer;transformers","topic:llm stars:>=100"
"OpenMOSS/MOSS-TTS","https://github.com/OpenMOSS/MOSS-TTS","OpenMOSS","Python","1850","False","False","2/7/2026 2:05:49 PM","5/21/2026 2:30:09 PM","MOSS‑TTS Family is an open‑source speech and sound generation model family from MOSI.AI and the OpenMOSS team. It is designed for high‑fidelity, high‑expressiveness, and complex real‑world scenarios, covering stable long‑form speech, multi‑speaker dialogue, voice/character design, environmental sound effects, and real‑time streaming TTS.","audio;audio-tokenizer;llm;multimodal;text-to-speech;voice-cloning","topic:audio language:Python stars:>=50"
"649453932/Chinese-Text-Classification-Pytorch","https://github.com/649453932/Chinese-Text-Classification-Pytorch","649453932","Python","5735","False","False","7/11/2019 1:38:08 AM","5/20/2026 12:14:10 PM","中文文本分类，TextCNN，TextRNN，FastText，TextRCNN，BiLSTM_Attention，DPCNN，Transformer，基于pytorch，开箱即用。","","transformers language:Python stars:>=50"
"pytorch/pytorch","https://github.com/pytorch/pytorch","pytorch","Python","100057","False","False","8/13/2016 5:26:41 AM","5/21/2026 3:40:44 PM","Tensors and Dynamic neural networks in Python with strong GPU acceleration","autograd;deep-learning;gpu;machine-learning;neural-network;numpy;python;tensor","topic:deep-learning language:Python stars:>=50"
"janhq/jan","https://github.com/janhq/jan","janhq","TypeScript","42613","False","False","8/17/2023 2:17:10 AM","5/21/2026 3:27:59 PM","Jan is an open source alternative to ChatGPT that runs 100% offline on your computer.","chatgpt;gpt;llamacpp;llm;localai;open-source;self-hosted;tauri","topic:llm stars:>=100"
"Anjok07/ultimatevocalremovergui","https://github.com/Anjok07/ultimatevocalremovergui","Anjok07","Python","24736","False","False","7/20/2020 9:29:01 PM","5/21/2026 11:51:51 AM"," GUI for a Vocal Remover that uses Deep Neural Networks.","audio;instrumental;karaoke;kareokee;music;pytorch;separation;source;spectrogram;vocal;vocal-remover;vocals","topic:audio language:Python stars:>=50"
"argosopentech/argos-translate","https://github.com/argosopentech/argos-translate","argosopentech","Python","6059","False","False","4/7/2020 4:22:23 PM","5/21/2026 3:09:50 PM","Open-source offline translation library written in Python","language-models;linux;machine-translation;nlp;open-source;python;transformers;translation","transformers language:Python stars:>=50"
"Significant-Gravitas/AutoGPT","https://github.com/Significant-Gravitas/AutoGPT","Significant-Gravitas","Python","184440","False","False","3/16/2023 9:21:07 AM","5/21/2026 3:29:40 PM","AutoGPT is the vision of accessible AI for everyone, to use and to build on. Our mission is to provide the tools, so that you can focus on what matters.","agentic-ai;agents;ai;artificial-intelligence;autonomous-agents;claude;gpt;llama-api;llm;openai;python","topic:llm stars:>=100"
"microsoft/presidio","https://github.com/microsoft/presidio","microsoft","Python","8203","False","False","5/4/2018 11:08:58 AM","5/21/2026 2:48:15 PM","An open-source framework for detecting, redacting, masking, and anonymizing sensitive data (PII) across text, images, and structured data. Supports NLP, pattern matching, and customizable pipelines.","anonymization;data-anonymization;data-masking;data-obfuscation;data-privacy;data-redaction;de-identification;guardrails;image-redactor;named-entity-recognition;nlp;personally-identifiable-information;phi;pii;pii-detection;privacy;python;sensitive-data;spacy;transformers","transformers language:Python stars:>=50"
"arc53/DocsGPT","https://github.com/arc53/DocsGPT","arc53","Python","17894","False","False","2/2/2023 11:03:23 AM","5/21/2026 3:14:53 PM","Private AI platform for agents, assistants and enterprise search. Built-in Agent Builder, Deep research, Document analysis, Multi-model support, and API connectivity for agents.","agent-builder;agents;ai;chatgpt;docsgpt;hacktoberfest;hacktoberfest2025;information-retrieval;language-model;llm;machine-learning;natural-language-processing;python;pytorch;rag;react;search;semantic-search;transformers","transformers language:Python stars:>=50"
"Flame-Code-VLM/Flame-Code-VLM","https://github.com/Flame-Code-VLM/Flame-Code-VLM","Flame-Code-VLM","Python","561","False","False","2/10/2025 2:27:32 AM","5/16/2026 4:21:22 AM","Flame is an open-source multimodal AI system designed to translate UI design mockups into high-quality React code. It leverages vision-language modeling, automated data synthesis, and structured training workflows to bridge the gap between design and front-end development.","ai;code-generation;data-synthesis;deep-learning;deepseek;design-to-code;front-end;frontend;frontend-development;image-to-code;image-to-text;llm;multimodal;open-source;react;screen-to-code;vision-language-model;vlm;vue","topic:deepseek language:Python stars:>=50"
"hiyouga/EasyR1","https://github.com/hiyouga/EasyR1","hiyouga","Python","4951","False","False","2/22/2025 4:17:31 AM","5/21/2026 2:04:59 PM","EasyR1: An Efficient, Scalable, Multi-Modality RL Training Framework based on veRL","ai;deepseek;gpt;llm;nlp;qwen;reinforcement-learning;rl","topic:deepseek language:Python stars:>=50"
"NousResearch/hermes-agent","https://github.com/NousResearch/hermes-agent","NousResearch","Python","161066","False","False","7/22/2025 10:22:28 PM","5/21/2026 3:46:55 PM","The agent that grows with you","ai;ai-agent;ai-agents;anthropic;chatgpt;claude;claude-code;clawdbot;codex;hermes;hermes-agent;llm;moltbot;nous-research;openai;openclaw","topic:llm stars:>=100"
"knowsuchagency/pdf-to-podcast","https://github.com/knowsuchagency/pdf-to-podcast","knowsuchagency","Python","839","False","False","6/9/2024 4:28:05 AM","5/21/2026 10:42:57 AM","Convert any PDF into a podcast episode!","ai;audio;research;utilities","topic:audio language:Python stars:>=50"
"JuliusBrussee/caveman","https://github.com/JuliusBrussee/caveman","JuliusBrussee","JavaScript","63139","False","False","4/4/2026 10:03:00 AM","5/21/2026 3:45:33 PM","🪨 why use many token when few token do trick — Claude Code skill that cuts 65% of tokens by talking like caveman","ai;anthropic;caveman;claude;claude-code;llm;meme;prompt-engineering;skill;tokens","topic:llm stars:>=100"
"EleutherAI/gpt-neox","https://github.com/EleutherAI/gpt-neox","EleutherAI","Python","7430","False","False","12/22/2020 2:37:54 PM","5/20/2026 7:27:30 PM","An implementation of model parallel autoregressive transformers on GPUs, based on the Megatron and DeepSpeed libraries","deepspeed-library;gpt-3;language-model;transformers","transformers language:Python stars:>=50"
"rohitg00/ai-engineering-from-scratch","https://github.com/rohitg00/ai-engineering-from-scratch","rohitg00","Python","10460","False","False","3/18/2026 6:38:02 PM","5/21/2026 3:47:09 PM","Learn it. Build it. Ship it for others.","agents;ai;ai-agents;ai-engineering;computer-vision;course;deep-learning;from-scratch;generative-ai;llm;machine-learning;mcp;nlp;python;reinforcement-learning;rust;swarm-intelligence;transformers;tutorial;typescript","transformers language:Python stars:>=50"
"iver56/audiomentations","https://github.com/iver56/audiomentations","iver56","Python","2274","False","False","2/12/2019 4:36:24 PM","5/21/2026 2:36:40 PM","A Python library for audio data augmentation. Useful for making audio ML models work well in the real world, not just in the lab.","audio;audio-data-augmentation;audio-effects;augmentation;data-augmentation;deep-learning;dsp;machine-learning;music;python;sound;sound-processing","topic:audio language:Python stars:>=50"
"ultralytics/ultralytics","https://github.com/ultralytics/ultralytics","ultralytics","Python","57408","False","False","9/11/2022 4:39:45 PM","5/21/2026 3:14:16 PM","Ultralytics YOLO 🚀","cli;computer-vision;deep-learning;hub;image-classification;instance-segmentation;machine-learning;object-detection;pose-estimation;python;pytorch;rotated-object-detection;segment-anything;tracking;ultralytics;yolo;yolo-world;yolo11;yolo26;yolov8","topic:deep-learning language:Python stars:>=50"
"ollama/ollama","https://github.com/ollama/ollama","ollama","Go","171894","False","False","6/26/2023 7:39:32 PM","5/21/2026 3:15:48 PM","Get up and running with Kimi-K2.5, GLM-5, MiniMax, DeepSeek, gpt-oss, Qwen, Gemma and other models.","deepseek;gemma;gemma3;glm;go;golang;gpt-oss;llama;llama3;llm;llms;minimax;mistral;ollama;qwen","topic:llm stars:>=100"
"lhotse-speech/lhotse","https://github.com/lhotse-speech/lhotse","lhotse-speech","Python","1128","False","False","4/24/2020 2:08:10 PM","5/21/2026 2:06:36 PM","Tools for handling multimodal data in machine learning projects.","ai;audio;data;deep-learning;kaldi;machine-learning;python;pytorch;speech;speech-recognition","topic:audio language:Python stars:>=50"
"python-telegram-bot/python-telegram-bot","https://github.com/python-telegram-bot/python-telegram-bot","python-telegram-bot","Python","29151","False","False","7/7/2015 3:30:39 PM","5/21/2026 1:07:20 PM","We have made you a wrapper you can't refuse","bot;chatbot;framework;python;telegram","t language:Python stars:>=50"
"Mintplex-Labs/anything-llm","https://github.com/Mintplex-Labs/anything-llm","Mintplex-Labs","JavaScript","60413","False","False","6/4/2023 2:29:14 AM","5/21/2026 3:39:13 PM","The all-in-one AI productivity accelerator. On device and privacy first with no annoying setup or configuration.","ai-agents;custom-ai-agents;deepseek;kimi;llama3;llm;lmstudio;local-llm;localai;mcp;mcp-servers;moonshot;multimodal;no-code;ollama;qwen3;rag;vector-database;web-scraping","topic:llm stars:>=100"
"Uberi/speech_recognition","https://github.com/Uberi/speech_recognition","Uberi","Python","8963","False","False","4/23/2014 4:53:54 AM","5/21/2026 6:07:46 AM","Speech recognition module for Python, supporting several engines and APIs, online and offline.","audio;python;speech-recognition;speech-to-text","topic:audio language:Python stars:>=50"
"OpenBMB/UltraRAG","https://github.com/OpenBMB/UltraRAG","OpenBMB","Python","5553","False","False","1/16/2025 10:56:02 AM","5/21/2026 3:11:25 PM","A Low-Code MCP Framework for Building Complex and Innovative RAG Pipelines","deepseek;demo;easy;embedding;flask;gpt;huggingface-transformers;llm;mcp;multimodal;openai;qwen;rag;sentence-transformers;ui;vllm;vlm","topic:deepseek language:Python stars:>=50"
"lucidrains/vit-pytorch","https://github.com/lucidrains/vit-pytorch","lucidrains","Python","25199","False","False","10/3/2020 10:47:24 PM","5/21/2026 8:44:25 AM","Implementation of Vision Transformer, a simple way to achieve SOTA in vision classification with only a single transformer encoder, in Pytorch","artificial-intelligence;attention-mechanism;computer-vision;image-classification;transformers","transformers language:Python stars:>=50"
"RICHQAQ/PasteMD","https://github.com/RICHQAQ/PasteMD","RICHQAQ","Python","4881","False","False","10/25/2025 2:18:34 PM","5/21/2026 2:03:20 PM","一键将 Markdown 和网页 AI 对话（ChatGPT/DeepSeek等）完美粘贴到 Word、WPS 和 Excel 的效率工具 | One-click paste Markdown and AI responses (ChatGPT/DeepSeek) into Word, WPS, and Excel perfectly.","ai;chatgpt;clipboard;converter;deepseek;excel;latex;markdown;pandoc;productivity;python;word;wps","topic:deepseek language:Python stars:>=50"
