"FullName","Url","Owner","Language","Stars","Fork","Archived","CreatedAt","UpdatedAt","Description","Topics","SourceQueries"
"ccxt/ccxt","https://github.com/ccxt/ccxt","ccxt","Python","42538","False","False","5/14/2017 3:41:56 PM","5/21/2026 5:39:46 PM","A cryptocurrency trading API with more than 100 exchanges in JavaScript / TypeScript / Python / C# / PHP / Go ","altcoin;api;arbitrage;bitcoin;bot;btc;crypto;cryptocurrencies;cryptocurrency;eth;ethereum;exchange;invest;library;market-data;memecoin;merchant;strategy;trade;trading","topic:bitcoin language:Python stars:>=50 | a language:Python stars:>=50"
"CorentinJ/Real-Time-Voice-Cloning","https://github.com/CorentinJ/Real-Time-Voice-Cloning","CorentinJ","Python","59763","False","False","5/26/2019 8:56:15 AM","5/21/2026 6:30:48 PM","Clone a voice in 5 seconds to generate arbitrary speech in real-time","deep-learning;python;pytorch;tensorflow;tts;voice-cloning","a language:Python stars:>=50"
"lnbits/lnbits","https://github.com/lnbits/lnbits","lnbits","Python","1209","False","False","12/9/2019 9:38:28 PM","5/21/2026 10:44:29 AM","LNbits, free and open-source Lightning wallet and accounts system.","bitcoin;lightning-network;lightning-network-wallet;lnurl;lnurl-atm","topic:bitcoin language:Python stars:>=50"
"kelvinau/crypto-arbitrage","https://github.com/kelvinau/crypto-arbitrage","kelvinau","Python","844","False","False","12/22/2017 3:37:56 PM","5/16/2026 8:58:41 PM","Automatic Cryptocurrency Trading Bot using Triangular or Exchange Arbitrages","arbitrage;bitcoin;cryptocurrency;cryptocurrency-arbitrage;ethereum;exchange;litecoin;trading-bot","topic:bitcoin language:Python stars:>=50"
"scrapy/scrapy","https://github.com/scrapy/scrapy","scrapy","Python","61770","False","False","2/22/2010 2:01:14 AM","5/21/2026 7:49:22 PM","Scrapy, a fast high-level web crawling & scraping framework for Python.","crawler;crawling;framework;hacktoberfest;python;scraping;web-scraping;web-scraping-python","a language:Python stars:>=50"
"VivekPa/IntroNeuralNetworks","https://github.com/VivekPa/IntroNeuralNetworks","VivekPa","Python","772","False","False","9/10/2018 6:34:53 AM","5/6/2026 10:26:04 AM","Introducing neural networks to predict stock prices","algorithmic-trading;data-science;finance;guide;keras-tensorflow;lstm-neural-networks;machine-learning;mlp-networks;neural-network;prediction;prediction-mod;python;quantitative-finance;regression-models;stock-price-prediction;stock-prices;trading;trading-strategies;tutorial;yahoo-finance","topic:algorithmic-trading language:Python stars:>=50"
"lukas-blecher/LaTeX-OCR","https://github.com/lukas-blecher/LaTeX-OCR","lukas-blecher","Python","16401","False","False","12/11/2020 4:35:13 PM","5/21/2026 12:44:04 PM","pix2tex: Using a ViT to convert images of equations into LaTeX code.","dataset;deep-learning;im2latex;im2markup;im2text;image-processing;image2text;latex;latex-ocr;machine-learning;math-ocr;ocr;python;pytorch;transformer;vision-transformer;vit","topic:machine-learning language:Python stars:>=50"
"deepspeedai/DeepSpeed","https://github.com/deepspeedai/DeepSpeed","deepspeedai","Python","42385","False","False","1/23/2020 6:35:18 PM","5/21/2026 2:48:09 PM","DeepSpeed is a deep learning optimization library that makes distributed training and inference easy, efficient, and effective.","billion-parameters;compression;data-parallelism;deep-learning;gpu;inference;machine-learning;mixture-of-experts;model-parallelism;pipeline-parallelism;pytorch;trillion-parameters;zero","topic:machine-learning language:Python stars:>=50"
"langflow-ai/langflow","https://github.com/langflow-ai/langflow","langflow-ai","Python","148614","False","False","2/8/2023 10:28:03 PM","5/21/2026 7:50:34 PM","Langflow is a powerful tool for building and deploying AI-powered agents and workflows.","agents;chatgpt;generative-ai;large-language-models;multiagent;react-flow","a language:Python stars:>=50"
"coding-kitties/investing-algorithm-framework","https://github.com/coding-kitties/investing-algorithm-framework","coding-kitties","Python","1213","False","False","12/18/2019 11:20:36 AM","5/21/2026 7:52:59 PM","Framework for developing, backtesting, and deploying automated trading algorithms and trading bots.","algorithmic-trading;backtesting;backtesting-trading-strategies;cryptocurrency;python;quantitative;quantitative-analysis;quantitative-finance;quantitative-trading;trade;trading;trading-bot;trading-bots;trading-strategies","topic:algorithmic-trading language:Python stars:>=50"
"TreborNamor/TradingView-Machine-Learning-GUI","https://github.com/TreborNamor/TradingView-Machine-Learning-GUI","TreborNamor","Python","948","False","False","1/27/2021 6:42:02 AM","5/21/2026 12:27:59 PM","HyperView is a terminal-first TradingView strategy lab for downloading market data, backtesting Python strategies with Pine-like behavior, and optimizing SL/TP parameters.","algorithmic-trading;backtesting;cli;hyperparameter-optimization;hyperparameter-tuning;market-data;optuna;python;quantitative-finance;ta-lib;trading-strategy;tradingview;websocket","topic:algorithmic-trading language:Python stars:>=50"
"microsoft/qlib","https://github.com/microsoft/qlib","microsoft","Python","43317","False","False","8/14/2020 6:46:00 AM","5/21/2026 7:44:08 PM","Qlib is an AI-oriented Quant investment platform that aims to use AI tech to empower Quant Research, from exploring ideas to implementing productions. Qlib supports diverse ML modeling paradigms, including supervised learning, market dynamics modeling, and RL, and is now equipped with https://github.com/microsoft/RD-Agent to automate R&D process.","algorithmic-trading;auto-quant;deep-learning;finance;fintech;investment;machine-learning;paper;platform;python;quant;quant-dataset;quant-models;quantitative-finance;quantitative-trading;research;research-paper;stock-data","topic:algorithmic-trading language:Python stars:>=50 | topic:machine-learning language:Python stars:>=50"
"serengil/deepface","https://github.com/serengil/deepface","serengil","Python","22806","False","False","2/8/2020 8:42:28 PM","5/21/2026 7:57:35 AM","A Lightweight Face Recognition and Facial Attribute Analysis (Age, Gender, Emotion and Race) Library for Python","age-prediction;arcface;deep-learning;deepface;deepid;emotion-recognition;face-analysis;face-recognition;facenet;facial-expression-recognition;facial-recognition;gender-prediction;machine-learning;openface;python;race-classification;vgg-face","topic:machine-learning language:Python stars:>=50"
"unclecode/crawl4ai","https://github.com/unclecode/crawl4ai","unclecode","Python","66037","False","False","5/9/2024 9:48:50 AM","5/21/2026 7:54:50 PM","🚀🤖 Crawl4AI: Open-source LLM Friendly Web Crawler & Scraper. Don't be shy, join here: https://discord.gg/jP8KfhDhyN","","a language:Python stars:>=50"
"VivekPa/AIAlpha","https://github.com/VivekPa/AIAlpha","VivekPa","Python","1924","False","False","10/7/2018 3:58:26 AM","5/21/2026 7:00:43 AM","Use unsupervised and supervised learning to predict stocks","algorithmic-trading;artificial-intelligence;artificial-neural-networks;autoencoder;lstm;machine-learning;python;quantitative-finance;stock-price-prediction;trading-strategies;wavelet-transform;yahoo-finance-api","topic:algorithmic-trading language:Python stars:>=50"
"datawhalechina/hello-agents","https://github.com/datawhalechina/hello-agents","datawhalechina","Python","52168","False","False","9/7/2025 9:50:24 AM","5/21/2026 6:47:58 PM","📚 《从零开始构建智能体》——从零开始的智能体原理与实践教程","agent;llm;rag;tutorial","a language:Python stars:>=50"
"charlax/professional-programming","https://github.com/charlax/professional-programming","charlax","Python","50997","False","False","11/7/2015 5:07:52 AM","5/21/2026 6:15:48 PM","A collection of learning resources for curious software engineers","architecture;computer-science;concepts;documentation;engineer;learning;lessons-learned;professional;programmer;programming-language;read-articles;scalability;software-engineering","a language:Python stars:>=50"
"binary-husky/gpt_academic","https://github.com/binary-husky/gpt_academic","binary-husky","Python","70700","False","False","3/20/2023 9:05:13 AM","5/21/2026 4:59:56 PM","为GPT/GLM等LLM大语言模型提供实用化交互接口，特别优化论文阅读/润色/写作体验，模块化设计，支持自定义快捷按钮&函数插件，支持Python和C++等项目剖析&自译解功能，PDF/LaTex论文翻译&总结功能，支持并行问询多种LLM模型，支持chatglm3等本地模型。接入通义千问, deepseekcoder, 讯飞星火, 文心一言, llama2, rwkv, claude2, moss等。","academic;chatglm-6b;chatgpt;gpt-4;large-language-models","a language:Python stars:>=50"
"freqtrade/freqtrade-strategies","https://github.com/freqtrade/freqtrade-strategies","freqtrade","Python","5161","False","False","1/21/2018 8:31:17 AM","5/21/2026 6:43:59 PM","Free trading strategies for Freqtrade bot","bitcoin;cryptocurrency;freqtrade-strategies;trading;trading-bot;trading-strategies","topic:bitcoin language:Python stars:>=50"
"yasinkuyu/binance-trader","https://github.com/yasinkuyu/binance-trader","yasinkuyu","Python","2721","False","False","10/6/2017 9:22:47 PM","5/20/2026 1:49:37 PM","💰 Cryptocurrency Trading Bot for Binance (Experimental)","arbitrage;binance;bitcoin;btc;cryptocurrency;trade","topic:bitcoin language:Python stars:>=50"
"jingyaogong/minimind","https://github.com/jingyaogong/minimind","jingyaogong","Python","50342","False","False","7/27/2024 4:34:12 AM","5/21/2026 7:55:56 PM","🧠「大模型」2小时完全从0训练64M的小参数LLM！Train a 64M-parameter LLM from scratch in just 2h!","artificial-intelligence;large-language-model","a language:Python stars:>=50"
"ayeowch/bitnodes","https://github.com/ayeowch/bitnodes","ayeowch","Python","645","False","False","5/9/2013 11:08:52 AM","5/10/2026 5:18:58 AM","Bitnodes estimates the size of the Bitcoin peer-to-peer network by finding all of its reachable and unreachable nodes.","bitcoin;blockchain;p2p","topic:bitcoin language:Python stars:>=50"
"ultralytics/ultralytics","https://github.com/ultralytics/ultralytics","ultralytics","Python","57415","False","False","9/11/2022 4:39:45 PM","5/21/2026 5:59:21 PM","Ultralytics YOLO 🚀","cli;computer-vision;deep-learning;hub;image-classification;instance-segmentation;machine-learning;object-detection;pose-estimation;python;pytorch;rotated-object-detection;segment-anything;tracking;ultralytics;yolo;yolo-world;yolo11;yolo26;yolov8","topic:machine-learning language:Python stars:>=50"
"ipython/ipython","https://github.com/ipython/ipython","ipython","Python","16702","False","False","5/10/2010 4:46:06 AM","5/21/2026 10:27:07 AM","Official repository for IPython itself. Other repos in the IPython organization contain things like the website, documentation builds, etc.","closember;data-science;hacktoberfest;ipython;jupyter;notebook;python;repl;spec-0","topic:data-science stars:>=100"
"Zeyi-Lin/HivisionIDPhotos","https://github.com/Zeyi-Lin/HivisionIDPhotos","Zeyi-Lin","Python","21110","False","False","6/18/2023 8:17:56 PM","5/21/2026 2:30:03 PM","⚡️HivisionIDPhotos: a lightweight and efficient AI ID photos tools. 一个轻量级的AI证件照制作算法。","cnn;demo;docker;face-recognition;fastapi;gradio;idphoto;machine-learning;matting;mtcnn;tools;unet","topic:machine-learning language:Python stars:>=50"
"reflex-dev/reflex","https://github.com/reflex-dev/reflex","reflex-dev","Python","28445","False","False","10/25/2022 3:08:48 AM","5/21/2026 4:08:17 PM","🕸️ Web apps in pure Python 🐍","dashboard;data-analysis;data-science;data-visualization;developer-tools;framework;fullstack;gui;open-source;python;webapp","topic:data-science stars:>=100"
"666ghj/MiroFish","https://github.com/666ghj/MiroFish","666ghj","Python","61483","False","False","11/26/2025 4:23:02 AM","5/21/2026 6:57:15 PM","A Simple and Universal Swarm Intelligence Engine, Predicting Anything. 简洁通用的群体智能引擎，预测万物","agent-memory;financial-forecasting;future-prediction;knowledge-graph;llms;multi-agent-simulation;public-opinion-analysis;python3;social-prediction;swarm-intelligence","a language:Python stars:>=50"
"pandas-dev/pandas","https://github.com/pandas-dev/pandas","pandas-dev","Python","48820","False","False","8/24/2010 1:37:33 AM","5/21/2026 7:26:36 PM","Flexible and powerful data analysis / manipulation library for Python, providing labeled data structures similar to R data.frame objects, statistical functions, and much more","alignment;data-analysis;data-science;flexible;pandas;python","topic:data-science stars:>=100"
"unslothai/unsloth","https://github.com/unslothai/unsloth","unslothai","Python","64916","False","False","11/29/2023 4:50:09 PM","5/21/2026 7:34:40 PM","Unsloth Studio is a web UI for training and running open models like Gemma 4, Qwen3.6, DeepSeek, gpt-oss locally.","agent;deepseek;fine-tuning;gemma;gemma3;gpt-oss;llama;llama3;llm;llms;mistral;openai;qwen;reinforcement-learning;self-hosted;text-to-speech;tts;ui;unsloth","a language:Python stars:>=50"
"spesmilo/electrum","https://github.com/spesmilo/electrum","spesmilo","Python","8488","False","False","8/2/2012 4:24:30 PM","5/21/2026 4:28:56 PM","Electrum Bitcoin Wallet","bitcoin;bitcoin-wallet;electrum;lightning;lightning-network;python","topic:bitcoin language:Python stars:>=50"
"treeverse/dvc","https://github.com/treeverse/dvc","treeverse","Python","15620","False","False","3/4/2017 8:16:33 AM","5/21/2026 9:07:33 AM","🦉 Data Versioning and ML Experiments","ai;data-science;data-version-control;developer-tools;machine-learning;reproducibility;unstructured-data","topic:machine-learning language:Python stars:>=50 | topic:data-science stars:>=100"
"cosme12/SimpleCoin","https://github.com/cosme12/SimpleCoin","cosme12","Python","1793","False","False","1/14/2018 2:51:44 AM","5/16/2026 5:58:16 AM","Just a really simple, insecure and incomplete implementation of a blockchain for a cryptocurrency made in Python as educational material. In other words, a simple Bitcoin clone.","bitcoin;blockchain;cryptocurrency;python","topic:bitcoin language:Python stars:>=50"
"JaidedAI/EasyOCR","https://github.com/JaidedAI/EasyOCR","JaidedAI","Python","29493","False","False","3/14/2020 11:46:39 AM","5/21/2026 12:44:50 PM","Ready-to-use OCR with 80+ supported languages and all popular writing scripts including Latin, Chinese, Arabic, Devanagari, Cyrillic and etc.","cnn;crnn;data-mining;deep-learning;easyocr;image-processing;information-retrieval;lstm;machine-learning;ocr;optical-character-recognition;python;pytorch;scene-text;scene-text-recognition","topic:machine-learning language:Python stars:>=50"
"ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code","https://github.com/ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code","ashishpatel26","","33740","False","False","1/2/2021 12:08:37 PM","5/21/2026 6:15:47 PM","500 AI Machine learning Deep learning Computer vision NLP Projects with code","artificial-intelligence;artificial-intelligence-projects;awesome;computer-vision;computer-vision-project;data-science;deep-learning;deep-learning-project;machine-learning;machine-learning-projects;nlp;nlp-projects;python","topic:data-science stars:>=100"
"scikit-learn/scikit-learn","https://github.com/scikit-learn/scikit-learn","scikit-learn","Python","66140","False","False","8/17/2010 9:43:38 AM","5/21/2026 7:58:51 PM","scikit-learn: machine learning in Python","data-analysis;data-science;machine-learning;python;statistics","topic:machine-learning language:Python stars:>=50 | topic:data-science stars:>=100"
"arc53/DocsGPT","https://github.com/arc53/DocsGPT","arc53","Python","17894","False","False","2/2/2023 11:03:23 AM","5/21/2026 3:14:53 PM","Private AI platform for agents, assistants and enterprise search. Built-in Agent Builder, Deep research, Document analysis, Multi-model support, and API connectivity for agents.","agent-builder;agents;ai;chatgpt;docsgpt;hacktoberfest;hacktoberfest2025;information-retrieval;language-model;llm;machine-learning;natural-language-processing;python;pytorch;rag;react;search;semantic-search;transformers","topic:machine-learning language:Python stars:>=50"
"idanya/algo-trader","https://github.com/idanya/algo-trader","idanya","Python","868","False","False","9/14/2021 6:47:59 AM","5/19/2026 11:15:11 PM","Trading bot with support for realtime trading, backtesting, custom strategies and much more.","algorithmic-trading;backtesting;crypto-bot;python;technical-analysis;trading-bot;trading-strategies","topic:algorithmic-trading language:Python stars:>=50"
"edtechre/pybroker","https://github.com/edtechre/pybroker","edtechre","Python","3324","False","False","1/16/2023 1:11:52 AM","5/21/2026 2:51:22 PM","Algorithmic Trading in Python with Machine Learning","ai;algorithmic-trading;algotrading;artificial-intelligence;backtesting;crypto;cryptocurrency;data-science;finance;framework;investment;machine-learning;python;quantitative-finance;stocks;trading;trading-strategies","topic:algorithmic-trading language:Python stars:>=50"
"eriklindernoren/ML-From-Scratch","https://github.com/eriklindernoren/ML-From-Scratch","eriklindernoren","Python","31513","False","False","2/5/2017 12:11:23 PM","5/21/2026 5:45:10 PM","Machine Learning From Scratch. Bare bones NumPy implementations of machine learning models and algorithms with a focus on accessibility. Aims to cover everything from linear regression to deep learning.","data-mining;data-science;deep-learning;deep-reinforcement-learning;genetic-algorithm;machine-learning;machine-learning-from-scratch","topic:machine-learning language:Python stars:>=50 | topic:data-science stars:>=100"
"fawazahmed0/exchange-api","https://github.com/fawazahmed0/exchange-api","fawazahmed0","Python","2359","False","False","2/29/2024 4:03:36 AM","5/21/2026 4:25:22 PM","Free Currency Exchange Rates API with 200+ Currencies & No Rate Limits","bitcoin;cryptocurrency;currency;currency-api;currency-conversion;currency-exchange;currency-exchange-rates;currency-rates;forex;forex-api","topic:bitcoin language:Python stars:>=50"
"TheFourGreatErrors/alpha-rptr","https://github.com/TheFourGreatErrors/alpha-rptr","TheFourGreatErrors","Python","666","False","False","8/17/2020 9:49:21 PM","5/21/2026 8:19:29 AM","A trading bot for automated algorithmic trading on Binance Futures, Bybit, BitMEX and FTX written in python.","algo;algorithmic-trading;binance;binance-futures;bitcoin;bitmex;bot;bybit;crypto;cryptocurrency;ftx;ftx-exchange;python;quantitative-trading;trading;trading-bot;trading-systems;websocket","topic:algorithmic-trading language:Python stars:>=50 | topic:bitcoin language:Python stars:>=50"
"whchien/ai-trader","https://github.com/whchien/ai-trader","whchien","Python","697","False","False","6/18/2024 2:10:24 PM","5/21/2026 7:31:38 PM","Backtrader-powered backtesting framework for algorithmic trading, featuring 20+ strategies, multi-market support, CLI tools, and an integrated MCP server for professional traders.","ai;ai-agents;algorithmic-trading;backtrader;cli;mcp;mcp-server;portfolio-management;quantitative-finance;stock-price-prediction;trading","topic:algorithmic-trading language:Python stars:>=50"
"samre12/deep-trading-agent","https://github.com/samre12/deep-trading-agent","samre12","Python","795","False","False","9/21/2017 5:05:19 PM","5/8/2026 11:13:49 PM","Deep Reinforcement Learning based Trading Agent for Bitcoin","agent;artificial-intelligence;bitcoin;deep-q-network;deep-reinforcement-learning;deep-sense;recurrent-neural-networks;trading","topic:bitcoin language:Python stars:>=50"
"CryptoSignal/Crypto-Signal","https://github.com/CryptoSignal/Crypto-Signal","CryptoSignal","Python","5557","False","False","9/16/2017 11:49:24 PM","5/19/2026 11:53:36 PM","Github.com/CryptoSignal - Trading & Technical Analysis Bot - 4,100+ stars, 1,100+ forks","abenezer-mamo;algorithmic-trading;binance;binance-api;bitcoin;bittrex-api;coinbase;coinbase-api;coinbase-pro;crypto;crypto-signal;cryptosignal;cryptotrading;ethereum;gdax;mamo;technical-analysis;trading;trading-bot;trading-strategies","topic:algorithmic-trading language:Python stars:>=50 | topic:bitcoin language:Python stars:>=50"
"pytorch/vision","https://github.com/pytorch/vision","pytorch","Python","17687","False","False","11/9/2016 11:11:43 PM","5/21/2026 8:46:47 AM","Datasets, Transforms and Models specific to Computer Vision","computer-vision;machine-learning","topic:machine-learning language:Python stars:>=50"
"zvtvz/zvt","https://github.com/zvtvz/zvt","zvtvz","Python","4141","False","False","4/4/2019 8:06:57 AM","5/21/2026 2:58:03 PM","modular quant framework.","algorithmic-trading;backtesting;cryptocurrency;fintech;fundamental-analysis;machine-learning;ml;python;quant;quantitative-finance;quantitative-trading;stock;stock-market;technical-analysis;trading-bot;trading-platform;trading-strategies;zvt","topic:algorithmic-trading language:Python stars:>=50"
"kyuupichan/electrumx","https://github.com/kyuupichan/electrumx","kyuupichan","Python","747","False","False","10/8/2016 8:00:49 AM","5/20/2026 11:27:19 AM","Alternative implementation of spesmilo/electrum-server","bitcoin;electrum;electrum-server","topic:bitcoin language:Python stars:>=50"
"openinterpreter/open-interpreter","https://github.com/openinterpreter/open-interpreter","openinterpreter","Python","63603","False","False","7/14/2023 7:10:44 AM","5/21/2026 7:39:10 PM","A natural language interface for computers","chatgpt;gpt-4;interpreter;javascript;nodejs;python","a language:Python stars:>=50"
"gbeced/basana","https://github.com/gbeced/basana","gbeced","Python","833","False","False","3/4/2023 1:03:17 AM","5/20/2026 6:06:09 PM","A Python async and event driven framework for algorithmic trading, with a focus on crypto currencies.","algorithmic-trading;asyncio;backtesting;binance;cryptocurrency;trading-algorithms;trading-bot","topic:algorithmic-trading language:Python stars:>=50"
"alpacahq/pylivetrader","https://github.com/alpacahq/pylivetrader","alpacahq","Python","683","False","False","8/2/2018 4:26:17 PM","5/16/2026 1:30:07 PM","Python live trade execution library with zipline interface.","algorithmic-trading;hacktoberfest;python;python3;quant;zipline","topic:algorithmic-trading language:Python stars:>=50"
"rotki/rotki","https://github.com/rotki/rotki","rotki","Python","3864","False","False","3/5/2018 11:26:09 AM","5/21/2026 4:12:20 PM","A portfolio tracking, analytics, accounting and management application that protects your privacy","accounting;analytics;bitcoin;blockchain;cryptocurrencies;cryptocurrency-exchanges;cryptocurrency-portfolio;cryptocurrency-portfolio-tracking;ethereum;hacktoberfest;management;management-system;portfolio-tracker;tracking","topic:bitcoin language:Python stars:>=50"
"GokuMohandas/Made-With-ML","https://github.com/GokuMohandas/Made-With-ML","GokuMohandas","Jupyter Notebook","47730","False","False","11/5/2018 3:44:27 AM","5/21/2026 7:04:51 PM","Learn how to develop, deploy and iterate on production-grade ML applications.","data-engineering;data-quality;data-science;deep-learning;distributed-ml;distributed-training;llms;machine-learning;mlops;natural-language-processing;python;pytorch;ray","topic:data-science stars:>=100"
"Asabeneh/30-Days-Of-Python","https://github.com/Asabeneh/30-Days-Of-Python","Asabeneh","Python","62936","False","False","11/19/2019 5:24:16 PM","5/21/2026 7:58:21 PM","The 30 Days of Python programming challenge is a step-by-step guide to learn the Python programming language in 30 days. This challenge may take more than 100 days. Follow your own pace. These videos may help too: https://www.youtube.com/channel/UC7PNRuno1rzYPb1xLa4yktw","30-days-of-python;data;data-science;database;flask;fullstack;github;heroku;matplotlib;ml;mongodb;numpy;pandas;python;python3","a language:Python stars:>=50 | topic:data-science stars:>=100"
"LAION-AI/Open-Assistant","https://github.com/LAION-AI/Open-Assistant","LAION-AI","Python","37413","False","False","12/13/2022 5:24:17 AM","5/21/2026 1:08:00 PM","OpenAssistant is a chat-based assistant that understands tasks, can interact with third-party systems, and retrieve information dynamically to do so.","ai;assistant;chatgpt;discord-bot;language-model;machine-learning;nextjs;python;rlhf","topic:machine-learning language:Python stars:>=50"
"alpacahq/example-scalping","https://github.com/alpacahq/example-scalping","alpacahq","Python","825","False","False","10/6/2019 2:32:36 AM","5/16/2026 8:58:27 PM","A working example algorithm for scalping strategy trading multiple stocks concurrently using python asyncio","algorithmic-trading;algotrading;alpaca;api;async;asyncio;fintech;hft-trading;market-data;python3;scalping;trading-bot;trading-strategy","topic:algorithmic-trading language:Python stars:>=50"
"microsoft/Data-Science-For-Beginners","https://github.com/microsoft/Data-Science-For-Beginners","microsoft","Jupyter Notebook","35389","False","False","3/3/2021 4:30:15 PM","5/21/2026 7:47:25 PM","10 Weeks, 20 Lessons, Data Science for All!","data-analysis;data-science;data-visualization;microsoft-for-beginners;pandas;python","topic:data-science stars:>=100"
"microsoft/ML-For-Beginners","https://github.com/microsoft/ML-For-Beginners","microsoft","Jupyter Notebook","85901","False","False","3/3/2021 1:34:05 AM","5/21/2026 6:58:53 PM","12 weeks, 26 lessons, 52 quizzes, classic Machine Learning for all","data-science;education;machine-learning;machine-learning-algorithms;machinelearning;machinelearning-python;microsoft-for-beginners;ml;python;r;scikit-learn;scikit-learn-python","topic:data-science stars:>=100"
"firmai/financial-machine-learning","https://github.com/firmai/financial-machine-learning","firmai","Python","8561","False","False","3/21/2019 9:00:35 PM","5/21/2026 2:11:20 PM","A curated list of practical financial machine learning tools and applications.","algorithmic-trading;cryptocurrency;finance;investment;quant;quantitative-finance;stock-market;trading-strategies","topic:algorithmic-trading language:Python stars:>=50"
"OpenBB-finance/OpenBB","https://github.com/OpenBB-finance/OpenBB","OpenBB-finance","Python","67898","False","False","12/20/2020 10:46:38 AM","5/21/2026 7:48:44 PM","Financial data platform for analysts, quants and AI agents.","ai;crypto;derivatives;economics;equity;finance;fixed-income;machine-learning;openbb;options;python;quantitative-finance;stocks","topic:machine-learning language:Python stars:>=50"
